MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
GMC,SAVANA 1500 CARGO,VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,X,18,13.4,15.9,18,366
GMC,SAVANA 1500 CARGO,VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
GMC,SAVANA 1500 CARGO AWD,VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380
GMC,SAVANA 1500 CARGO CONV,VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
GMC,SAVANA 1500 CARGO CONV AWD,VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13,344
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380
GMC,SAVANA 1500 PASSENGER AWD,VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12,362
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18,16,414
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,X,21.9,15,18.8,15,432
GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30,20.4,25.7,11,411
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,X,22.1,15,18.9,15,435
GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6,8,A6,E,30.2,20.5,25.8,11,413
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
GMC,SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20,15.1,17.8,16,285
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13,22,299
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12,24,276
GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10,28,230
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17,17,272
GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17,11.8,14.7,19,338
GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377
GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9,6.6,7.9,36,182
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35,186
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11,6.8,9.1,31,209
HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13,8.4,10.9,26,251
HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,4.9,4.8,59,110
HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6,7,40,161
HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37,175
HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209
HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6,6.3,45,145
HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.9,7.7,37,177
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265
HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12,24,276
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308
HYUNDAI,ACCENT,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177
HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,A6,X,9.8,7.2,8.6,33,198
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,M6,X,9.8,7,8.5,33,196
HYUNDAI,EQUUS,FULL-SIZE,5,8,A8,Z,15.7,10.2,13.2,21,304
HYUNDAI,GENESIS,FULL-SIZE,3.8,6,A8,X,13,8.7,11.1,25,255
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,A6,X,13,9.1,11.2,25,258
HYUNDAI,SANTA FE 4WD,SUV - SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2,4,A6,X,12.9,9.7,11.5,25,264
HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
HYUNDAI,SONATA,FULL-SIZE,2,4,A6,X,11.4,7.5,9.6,29,221
HYUNDAI,SONATA,FULL-SIZE,2.4,4,A6,X,9.8,7,8.5,33,196
HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
HYUNDAI,TUCSON,SUV - SMALL,2,4,A6,X,10.2,8.2,9.3,30,214
HYUNDAI,TUCSON,SUV - SMALL,2,4,M6,X,11.4,8.6,10.1,28,232
HYUNDAI,TUCSON,SUV - SMALL,2.4,4,A6,X,11.3,8.3,10,28,230
HYUNDAI,TUCSON 4WD,SUV - SMALL,2,4,A6,X,11.4,9.3,10.5,27,242
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,9.1,6.7,8,35,184
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
INFINITI,Q50,MID-SIZE,3.7,6,AS7,Z,12,8,10.2,28,235
INFINITI,Q50 AWD,MID-SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
INFINITI,Q50 HYBRID,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
INFINITI,Q60 AWD COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
INFINITI,Q70,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
INFINITI,Q70 AWD,MID-SIZE,5.6,8,AS7,Z,15,10.2,12.8,22,294
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,8,7,7.6,37,175
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
INFINITI,QX60,SUV - SMALL,3.5,6,AV,Z,11.9,9,10.6,27,244
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV,Z,12.3,9.3,11,26,253
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
INFINITI,QX70 AWD,SUV - SMALL,5,8,AS7,Z,16.6,11.9,14.5,19,334
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,17.4,12.1,15,19,345
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,AS8,Z,12.2,8.7,10.6,27,244
JAGUAR,F-TYPE V8 S CONVERTIBLE,TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
JAGUAR,XF,MID-SIZE,2,4,AS8,Z,12.3,8.2,10.5,27,242
JAGUAR,XF 3.0L AWD,MID-SIZE,3,6,AS8,Z,14.7,9.1,12.2,23,281
JAGUAR,XFR,MID-SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
JAGUAR,XFR,MID-SIZE,5,8,AS8,E,21.3,14.1,18.1,16,290
JAGUAR,XFR-S,MID-SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
JAGUAR,XJ AWD,FULL-SIZE,3,6,AS8,Z,14.6,9.6,12.4,23,285
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3,6,AS8,Z,14.7,9.6,12.4,23,285
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XJR LWB,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,XK CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.1,10.6,13.1,22,301
JAGUAR,XK COUPE,MINICOMPACT,5,8,AS6,Z,14.8,9.9,12.6,22,290
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
JAGUAR,XKR COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
JAGUAR,XKR-S COUPE,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10,28,230
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
JEEP,CHEROKEE 4X4 Active Drive II,SUV - SMALL,3.2,6,A9,X,12.5,9.1,11,26,253
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
JEEP,COMPASS,SUV - SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
JEEP,COMPASS,SUV - SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
JEEP,COMPASS,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
JEEP,GRAND CHEROKEE 4X4 (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340
JEEP,GRAND CHEROKEE 4X4 DIESEL,SUV - STANDARD,3,6,A8,D,11.2,8.4,9.9,29,267
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,E,17.7,13,15.6,18,250
JEEP,GRAND CHEROKEE 4X4 SRT (MDS),SUV - STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
JEEP,PATRIOT,SUV - SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
JEEP,PATRIOT,SUV - SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
JEEP,PATRIOT 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.2,11,12.8,22,294
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15,11.4,13.4,21,308
KIA,CADENZA,FULL-SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
KIA,FORTE,MID-SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191
KIA,FORTE,MID-SIZE,1.8,4,M6,X,9.3,6.4,8,35,184
KIA,FORTE,MID-SIZE,2,4,A6,X,9.8,6.6,8.4,34,193
KIA,FORTE,MID-SIZE,2,4,M6,X,9.7,6.8,8.4,34,193
KIA,FORTE 5,FULL-SIZE,1.6,4,A6,X,11.1,8,9.7,29,223
KIA,FORTE 5,FULL-SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
KIA,FORTE 5,FULL-SIZE,2,4,A6,X,9.7,6.8,8.4,34,193
KIA,FORTE 5,FULL-SIZE,2,4,M6,X,9.8,7,8.5,33,196
KIA,FORTE KOUP,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216
KIA,FORTE KOUP,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
KIA,FORTE KOUP,COMPACT,2,4,A6,X,9.6,7,8.4,34,193
KIA,FORTE KOUP,COMPACT,2,4,M6,X,9.8,7.2,8.6,33,198
KIA,OPTIMA,MID-SIZE,2,4,A6,X,11.7,7.6,9.9,29,228
KIA,OPTIMA,MID-SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200
KIA,RIO,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175
KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
KIA,RIO ECO,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
KIA,RONDO,STATION WAGON - MID-SIZE,2,4,A6,X,10.5,7.5,9.2,31,212
KIA,RONDO,STATION WAGON - MID-SIZE,2,4,M6,X,10.8,7.4,9.3,30,214
KIA,SEDONA,MINIVAN,3.5,6,A6,X,13.7,9.9,12,24,276
KIA,SORENTO,SUV - SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237
KIA,SORENTO,SUV - SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262
KIA,SORENTO 4WD,SUV - SMALL,2.4,4,A6,X,12.3,9.3,11,26,253
KIA,SORENTO 4WD,SUV - SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271
KIA,SOUL,STATION WAGON - SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9,31,207
KIA,SOUL,STATION WAGON - SMALL,2,4,A6,X,10.1,7.8,9.1,31,209
KIA,SOUL ECO Dynamics,STATION WAGON - SMALL,2,4,A6,X,9.7,7.8,8.8,32,202
KIA,SPORTAGE,SUV - SMALL,2.4,4,A6,X,11.4,8.3,10,28,230
KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.3,11.3,25,260
KIA,SPORTAGE AWD,SUV - SMALL,2,4,A6,X,12.7,9.7,11.4,25,262
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,A6,X,12,9.1,10.7,26,246
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15,421
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,A6,Z,18,12.8,15.7,18,361
LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
LAND ROVER,LR2,SUV - SMALL,2,4,AS6,Z,13.5,9.9,11.9,24,274
LAND ROVER,LR4,SUV - STANDARD,3,6,AS8,Z,16.3,12.4,14.5,19,334
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
LAND ROVER,RANGE ROVER LWB V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,19.4,14.9,17.4,16,278
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,17.3,12.2,15,19,345
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19,338
