MAKE,MODEL,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,24,16.6,20.7,14,331
LAND ROVER,RANGE ROVER V6 3.0 SC,SUV - STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3,6,AS8,E,19.4,14.8,17.3,16,277
LAND ROVER,RANGE ROVER V8 5.0 SC,SUV - STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
LAND ROVER,RANGE ROVER V8 5.0 SC FFV,SUV - STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.2,6,47,138
LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27,239
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.5,9.1,11,26,253
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37,175
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
LEXUS,IS 250 C,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,12.2,8.7,10.6,27,244
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.5,9.1,11,26,253
LEXUS,IS 350 C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
LEXUS,IS F,SUBCOMPACT,5,8,AS8,Z,14.6,10.1,12.6,22,290
LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
LEXUS,LS 600h L,MID-SIZE,5,8,AV8,Z,12,10.7,11.4,25,262
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34,189
LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,13.1,9,11.3,25,260
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,11.5,8.5,10.2,28,235
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14,9.9,12.2,23,281
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
LINCOLN,MKZ,MID-SIZE,2,4,AS6,X,10.5,7.1,9,31,207
LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.1,9.3,11.4,25,262
LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,6.2,6.4,6.3,45,145
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16,18,368
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.5,18,21.6,13,346
MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
MASERATI,GHIBLI AWD,MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.7,15.3,18,352
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,15.9,9.7,13.1,22,301
MAZDA,CX-5,SUV - SMALL,2,4,AS6,X,8.9,7.3,8.2,34,189
MAZDA,CX-5,SUV - SMALL,2,4,M6,X,9,6.8,8,35,184
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
MAZDA,CX-5 4WD,SUV - SMALL,2,4,AS6,X,9.3,7.6,8.5,33,196
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.2,10,12.3,23,283
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290
MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177
MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8,6.7,7.4,38,170
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,159
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,M6,X,8,5.8,7,40,161
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8,5.8,7,40,161
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8,5.9,7.1,40,163
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175
MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,11.5,8.5,10.2,28,235
MAZDA,MX-5,TWO-SEATER,2,4,M5,Z,10.5,8.5,9.6,29,221
MAZDA,MX-5,TWO-SEATER,2,4,M6,Z,11.1,8.4,9.9,29,228
MERCEDES-BENZ,B 250,STATION WAGON - SMALL,2,4,AS7,Z,9.2,6.6,8,35,184
MERCEDES-BENZ,C 250,COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
MERCEDES-BENZ,C 250 COUPE,SUBCOMPACT,1.8,4,AS7,Z,11,7.4,9.4,30,216
MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242
MERCEDES-BENZ,C 300 4MATIC FFV,COMPACT,3.5,6,AS7,E,16.4,11.1,14,20,224
MERCEDES-BENZ,C 350,COMPACT,3.5,6,AS7,Z,12,8.6,10.5,27,242
MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239
MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244
MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
MERCEDES-BENZ,C 63 AMG,COMPACT,6.2,8,AS7,Z,17.7,11.9,15.1,19,347
MERCEDES-BENZ,C 63 AMG COUPE,SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352
MERCEDES-BENZ,CL 550 4MATIC,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
MERCEDES-BENZ,CL 63 AMG,COMPACT,5.5,8,AS7,Z,15.4,11,13.4,21,308
MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,9.1,6.2,7.8,36,179
MERCEDES-BENZ,CLA 45 AMG 4MATIC,COMPACT,2,4,AS7,Z,10.3,7.8,9.2,31,212
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264
MERCEDES-BENZ,CLS 63 AMG 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
MERCEDES-BENZ,CLS 63 AMG S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,8.5,5.7,7.2,39,194
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6,8.1,10,28,230
MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.5,10.4,27,239
MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12,8.5,10.4,27,239
MERCEDES-BENZ,E 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.2,10.2,28,235
MERCEDES-BENZ,E 400 HYBRID,MID-SIZE,3.5,6,AS7,Z,9.6,7.9,8.8,32,202
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,13.6,9.1,11.6,24,267
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,269
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,262
MERCEDES-BENZ,E 63 AMG 4MATIC,MID-SIZE,5.5,8,AS7,Z,15,10.3,12.9,22,297
MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11,13.5,21,310
MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15,10.3,12.9,22,297
MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.5,11,13.5,21,310
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,20,15.9,18.2,16,419
MERCEDES-BENZ,G 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,19.4,15.7,17.7,16,407
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,13.4,10.2,12,24,324
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.1,12.8,15.2,19,350
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.6,13.1,15.6,18,359
MERCEDES-BENZ,GL 63 AMG,SUV - STANDARD,5.5,8,AS7,Z,17.7,13.4,15.8,18,363
MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,SUV - SMALL,2.1,4,AS7,D,9.6,7.1,8.5,33,230
MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6,9.6,11.3,25,260
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,Z,13.4,10.5,12.1,23,278
MERCEDES-BENZ,ML 350 4MATIC FFV,SUV - STANDARD,3.5,6,AS7,E,17.8,13.8,16,18,256
MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,11.8,8.5,10.3,27,278
MERCEDES-BENZ,ML 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,327
MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,13.5,15.5,18,356
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23,278
MERCEDES-BENZ,S 550 4MATIC SWB,FULL-SIZE,4.7,8,AS7,Z,14.2,9.4,12,24,276
MERCEDES-BENZ,S 63 AMG 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.6,10.3,13.2,21,304
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,13.4,9.6,11.7,24,269
MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.8,10.2,12.7,22,292
MERCEDES-BENZ,SL 65 AMG,TWO-SEATER,6,8,AS7,Z,16.7,11.2,14.2,20,327
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,AS7,Z,10.3,7.2,8.9,32,205
MERCEDES-BENZ,SLK 250,TWO-SEATER,1.8,4,M6,Z,10.4,7.3,9,31,207
MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.3,8.7,10.7,26,246
MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,TWO-SEATER,6.2,8,AS7,Z,18.7,13.9,16.5,17,380
MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
MERCEDES-BENZ,SLS AMG ROADSTER,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
MINI,COOPER CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
MINI,COOPER COUPE,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37,175
MINI,COOPER COUPE,TWO-SEATER,1.6,4,M6,Z,8,6.4,7.3,39,168
MINI,COOPER PACEMAN,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
MINI,COOPER PACEMAN,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36,179
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36,179
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,COOPER S CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,COOPER S CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,COOPER S COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,COOPER S ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,JOHN COOPER WORKS CLUBMAN,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,JOHN COOPER WORKS COUPE,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
MITSUBISHI,LANCER,COMPACT,2,4,AV6,X,9.2,7,8.2,34,189
MITSUBISHI,LANCER,COMPACT,2,4,M5,X,9.6,6.8,8.3,34,191
MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,218
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,AM6,Z,14.2,10.5,12.5,23,288
MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14,10.3,12.3,23,283
MITSUBISHI,LANCER RALLIART,COMPACT,2,4,AM6,Z,13.4,9.4,11.6,24,267
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,AV6,X,9.6,7.3,8.6,33,198
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2,4,M5,X,9.8,7.1,8.6,33,198
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6,47,138
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,7,5.6,6.4,44,147
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,209
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3,6,AS6,Z,11.5,8.5,10.2,28,235
MITSUBISHI,RVR,SUV - SMALL,2,4,AV6,X,9.6,7.6,8.7,32,200
MITSUBISHI,RVR,SUV - SMALL,2,4,M5,X,9.9,7.5,8.8,32,202
MITSUBISHI,RVR 4WD,SUV - SMALL,2,4,AV6,X,9.8,8,9,31,207
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11,26,253
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,13,9.5,11.4,25,262
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Z,13.5,9.6,11.7,24,269
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,8.7,6.2,7.6,37,175
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV,X,10.8,7.4,9.3,30,214
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17,380
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.6,12.3,23,283
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,260
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4,6,A5,X,14.7,10.2,12.7,22,292
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.2,13.7,21,315
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,M6,X,14.8,11,13.1,22,301
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.9,12.9,22,297
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35,186
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,9.5,7.6,8.6,33,198
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV,Z,9.3,7.9,8.7,32,200
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26,251
NISSAN,MURANO AWD,SUV - SMALL,3.5,6,AV,X,13.2,10.1,11.8,24,271
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2,4,AV,X,10,8.5,9.3,30,214
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12,8.9,10.6,27,244
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,12.3,9.3,11,26,253
NISSAN,PATHFINDER HYBRID 4WD,SUV - STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32,202
